sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation|processed|vector|results|fold
0|MY TWEETS ARENT GOING THROUGH |-0.7666666666666666|0.8333333333333334|0.7666666666666666|The text consistently expresses frustration, annoyance, and dissatisfaction about tweets not going through, suggesting a strongly negative sentiment.|['tweet', 'arent', 'go']|[0. 0. 0. ... 0. 0. 0.]|0.2876717746257782|0.0
0|@SeattleRealEst8 439 calories; 28 grams of fat; 41.7 carbs...  by by Mexi-Fry.|-0.4333333333333333|0.8333333333333334|0.7000000000000001|The overall sentiment of the text is slightly negative due to concerns about calorie count, fat grams, and unhealthy meal options, but the mention of Mexi-Fry adds a slightly positive note.|['calori', ';', 'gram', 'fat', ';', 'carb', '...', 'mexi-fri', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2688392102718353|2.0
0|@mglickman that reminds me of a bit howard stern did back in the day about oprah eating a lot.  i wish i could find it on the net. |-0.3333333333333333|0.7333333333333334|0.7666666666666666|The sentiment of the text is mixed, with some negative elements that could offend Oprah Winfrey, but also some positive elements related to nostalgia and searching for content.|['remind', 'bit', 'howard', 'stern', 'back', 'day', 'oprah', 'eat', 'lot', '.', 'wish', 'could', 'find', 'net', '.']|[0. 0. 0. ... 0. 0. 0.]|0.26852506399154663|3.0
0|Is wondering why it's always warm when she leaves London in the morning &amp; freezing when she gets to Woking |1.8503717077085938e-17|0.7666666666666666|0.7999999999999999|The user shows a slightly positive sentiment and expresses curiosity about the temperature difference between London and Woking, but also reveals some frustration and confusion about the inconsistency in weather patterns.|['wonder', 'alway', 'warm', 'leav', 'london', 'morn', 'amp', ';', 'freez', 'get', 'woke']|[0. 0. 0. ... 0. 0. 0.]|0.3303687572479248|4.0
0|@lolitariot oh no  hope you're not getting sick too!|-0.1333333333333333|0.8000000000000002|0.8666666666666667|The text has a slightly negative sentiment due to the concern about someone potentially getting sick, but also contains a level of care and empathy for the recipient's well-being.|['oh', 'hope', 'get', 'sick']|[0. 0. 0. ... 0. 0. 0.]|0.17046165466308594|4.0
0|@mykele sayyyy whaaaa? I wasn't invited... |-0.7333333333333334|0.8333333333333334|0.8000000000000002|The user's negative sentiment is primarily driven by feelings of confusion and disappointment at not receiving an invitation, as indicated by their use of questioning and exclamation marks, explicit language, and a sense of exclusion.|['sayyyi', 'whaaaa', '?', 'invit', '...']|[0. 0. 0. ... 0. 0. 0.]|0.2688392102718353|2.0
0|#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  |-0.7666666666666666|0.9|0.7999999999999999|The explanations all convey a negative sentiment, describing distressing situations where a person is crying, feeling helpless and embarrassed due to accidents and inability to control their bladder.|['woke', 'accid', 'quot', ';', 'push', ',', 'push', 'quot', ';', 'cri', 'stop', 'wet', 'pant', '.']|[0. 0. 0. ... 0. 0. 0.]|0.19114193320274353|0.0
0|@sweetbaboo1979 Have 2 -Angel is our old gal, nearly 11 and Sadie is her daughter. Angel's age catching up 2 her-cancer,joint failure  |-0.7000000000000001|0.7833333333333333|0.8666666666666667|The majority sentiment is negative, with the focus on Angel's age catching up to her, her health issues (cancer and joint failure), and the sad and difficult situation.|"['angel', 'old', 'gal', ',', 'nearli', 'sadi', 'daughter', '.', ""angel'"", 'age', 'catch', 'her-canc', ',', 'joint', 'failur']"|[0. 0. 0. ... 0. 0. 0.]|0.20072461664676666|4.0
0|Hmm im usually dead rite now...ugh skool monday..no more oprah ellen or kathie lee and hoda     i wish u went to skool for a millisecond!!|-0.4333333333333333|0.8666666666666667|0.7333333333333334|"The overall sentiment is slightly negative as the user expresses disappointment and frustration towards school starting and missing their favorite TV shows, but there is also a slight positive sentiment due to the use of ""wish"" and exclamation marks expressing excitement."|['hmm', 'im', 'usual', 'dead', 'rite', '...', 'ugh', 'skool', 'monday', '.', '.', 'oprah', 'ellen', 'kathi', 'lee', 'hoda', 'wish', 'u', 'went', 'skool', 'millisecond']|[0. 0. 0. ... 0. 0. 0.]|0.2688392102718353|2.0
0|I have had a 102. Fever all night. |-0.8000000000000002|0.9|0.8833333333333333|The sentiment score is negative due to the user expressing a high fever all night, indicating feelings of sickness and discomfort.|['.', 'fever', 'night', '.']|[0. 0. 0. ... 0. 0. 0.]|0.06447381526231766|1.0
0|Who invented hayfever? |0.1666666666666666|0.2666666666666666|0.1666666666666666|Overall, the sentiment of the explanations is neutral or slightly positive, as the prompt is factual in nature and does not express any emotion. The user's curiosity about the inventor of hayfever is also noted, despite the fact that hayfever does not have an inventor as it is a medical condition.|['invent', 'hayfev', '?']|[0. 0. 0. ... 0. 0. 0.]|0.1322232037782669|0.0
0|Wishing the Cavs were in the NBA Finals...we just can't let it go |-0.0666666666666667|0.8000000000000002|0.8333333333333334|The sentiment of the text is slightly positive with a hint of disappointment or frustration towards the Cleveland Cavaliers not being in the NBA Finals.|"['wish', 'cav', 'nba', 'final', '...', ""can't"", 'let', 'go']"|[0. 0. 0. ... 0. 0. 0.]|0.07476327568292618|4.0
0|@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. |-0.3666666666666666|0.8000000000000002|0.8666666666666667|The sentiment of the text is overall negative, with a sense of disappointment about not being able to go to a group event due to school, as indicated by the clear and concise explanation and a slightly positive sentiment score with a high confidence level.|['sure', 'wish', 'could', 'go', 'guy', 'tmrw', '.', 'per', 'usual', ',', 'school', 'interfer', '.']|[0. 0. 0. ... 0. 0. 0.]|0.22817982733249664|4.0
0|@AshleyLTMSYF hiya how r u? shame i missed u in Sydney. i was sick.i heard yall rocked!!! i missed the a/party 2 which i was invited to |0.6333333333333333|0.8666666666666667|0.8333333333333334|The majority of the explanations indicate that the sentiment of the text is positive, expressing excitement and regret about missing out on an event but overall feeling positive about the experience in Sydney.|['hiya', 'r', 'u', '?', 'shame', 'miss', 'u', 'sydney', '.', 'sick', '.', 'heard', 'yall', 'rock', 'miss', 'parti', 'invit']|[0. 0. 0. ... 0. 0. 0.]|0.10811705142259598|3.0
0|#haveyouever wished microsoft never had to update xbox live? i'm so sad i can't play cod4 live. |-0.7666666666666666|0.85|0.8333333333333334|The user's sentiment is negative as they express sadness and frustration about being unable to play Call of Duty 4 on Xbox Live, and they wish for Microsoft to not update Xbox Live.|"['wish', 'microsoft', 'never', 'updat', 'xbox', 'live', '?', ""i'm"", 'sad', ""can't"", 'play', 'cod4', 'live', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.006223459728062153|4.0
0|has lost his ring. It's no-where to be seen |-0.7833333333333333|0.8833333333333333|0.8666666666666667|The text expresses a negative sentiment with high confidence, as the person expresses frustration and helplessness over losing a valuable item like a ring and being unable to find it.|['lost', 'ring', '.', 'no-wher', 'seen']|[0. 0. 0. ... 0. 0. 0.]|0.10365322232246399|3.0
0|Trying to set up Xbox Live and failing tremendously...brain ache |-0.7333333333333333|0.8666666666666667|0.8333333333333334|The user's sentiment is consistently negative, expressing frustration and difficulty with setting up Xbox Live.|['tri', 'set', 'xbox', 'live', 'fail', 'tremend', '...', 'brain', 'ach']|[0. 0. 0. ... 0. 0. 0.]|0.07707399874925613|3.0
0|@TerrenceJ106. U should have told her and that voice box gone b bad 2 if ur ass keep on smokin them cancer sticks  lol|-0.8000000000000002|0.8666666666666667|0.9|The text expresses a strong negative sentiment towards smoking and a lack of concern for the smoker's well-being, using derogatory language and a sarcastic tone.|['.', 'u', 'told', 'voic', 'box', 'gone', 'b', 'bad', 'ur', 'ass', 'keep', 'smokin', 'cancer', 'stick', 'lol']|[0. 0. 0. ... 0. 0. 0.]|0.08592453598976135|2.0
0|awhh.   going home from Vegas. :'(      but im going back in June|0.1666666666666666|0.8000000000000002|0.8333333333333334|The sentiment of the text overall leans towards a slightly positive sentiment, with mixed emotions expressed about leaving Vegas but also excitement about returning in June.|"['awhh', '.', 'go', 'home', 'vega', '.', ':', ""'"", '(', 'im', 'go', 'back', 'june']"|[0. 0. 0. ... 0. 0. 0.]|0.272856205701828|0.0
0|"i really feel bad bout eating a cheeseburger and a donut for dinner  ugh! i so need to burn this off tomorrow! :| darn McDonalds!!!!"|-0.7333333333333334|0.9|0.7666666666666666|The general sentiment of the text is negative, as the user expresses regret over eating an unhealthy dinner, frustration towards McDonald's, and the intention to burn off the calories.|['realli', 'feel', 'bad', 'bout', 'eat', 'cheeseburg', 'donut', 'dinner', 'ugh', 'need', 'burn', 'tomorrow', ':', 'darn', 'mcdonald']|[0. 0. 0. ... 0. 0. 0.]|0.14685951173305511|3.0
0|oh my gooooooodness!!!! the cavs down 3-1!! |-0.7333333333333334|0.8666666666666667|0.8333333333333334|The explanations suggest that the sentiment expressed is negative, with high levels of excitement, disappointment, and frustration towards the Cavs being down 3-1 in the game.|['oh', 'goooooood', 'cav', '1']|[0. 0. 0. ... 0. 0. 0.]|0.22616177797317505|1.0
0|I would have bet a hundred bucks it would b Cleveland &amp; LA in the finals. Thought it was Lebrons year |0.7166666666666667|0.8333333333333334|0.8666666666666667|The average sentiment score is 0.8, indicating a strong positive sentiment towards LeBron James and the Cleveland and LA teams, as the text expresses excitement, belief, enthusiasm, and confidence in their potential to make it to the finals.|['would', 'bet', 'hundr', 'buck', 'would', 'b', 'cleveland', 'amp', ';', 'la', 'final', '.', 'thought', 'lebron', 'year']|[0. 0. 0. ... 0. 0. 0.]|0.31160876154899597|4.0
0|@Lowjacker twitter top trends pisses me off. Oprah and the other tv celebs totally ruined twitters vibe. |-0.8000000000000002|0.9|0.8333333333333334|"The overall sentiment of the explanations is highly negative, as the user expresses strong dislike towards the top trends on Twitter and how Oprah and other TV celebrities have negatively impacted the platform's vibe. The use of phrases like ""pisses me off"" and ""totally ruined"" indicate a strong negative sentiment and emotion."|['twitter', 'top', 'trend', 'piss', '.', 'oprah', 'tv', 'celeb', 'total', 'ruin', 'twitter', 'vibe', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2874891459941864|2.0
0|I haaattte hayfever. Piriton, claritin and antihistamines seem to not make any difference |-0.8000000000000002|0.8666666666666667|0.8166666666666668|The overall sentiment of the text is very negative, with the user expressing strong dislike and frustration towards hayfever and the ineffectiveness of common remedies.|['haaattt', 'hayfev', '.', 'piriton', ',', 'claritin', 'antihistamin', 'seem', 'make', 'differ']|[0. 0. 0. ... 0. 0. 0.]|0.11425650119781494|3.0
0|The people here in Argentina say Obama will be the next JFK....  it is very bad but is the sad truth....|-0.0666666666666666|0.6999999999999998|0.7666666666666666|"The sentiment is slightly positive, but with a contradicting phrase ""it is very bad"", the overall tone suggests a negative view, resulting in a low sentiment score. The mention of Obama being compared to JFK indicates a positive outlook, although there is an expression of negative sentiment."|['peopl', 'argentina', 'say', 'obama', 'next', 'jfk', '...', '.', 'bad', 'sad', 'truth', '...', '.']|[0. 0. 0. ... 0. 0. 0.]|0.026266055181622505|1.0
0|Headache, bed, work in the morning, then busy all day tomorrow. |-0.6999999999999998|0.8333333333333334|0.5666666666666668|The explanations consistently indicate a negative sentiment, with references to frustration, stress, discomfort, and a busy schedule, which contributes to an overall negative sentiment score.|['headach', ',', 'bed', ',', 'work', 'morn', ',', 'busi', 'day', 'tomorrow', '.']|[0. 0. 0. ... 0. 0. 0.]|0.0474526584148407|0.0
0|@Egyptsaidso u were right about lastnites game  damn i still love Lebron!lol|0.7666666666666666|0.85|0.8333333333333334|The sentiment of the explanations is positive, as indicated by the use of positive words, expressions of love for LeBron James, and acknowledgement of someone being right about last night's game.|['u', 'right', 'lastnit', 'game', 'damn', 'still', 'love', 'lebron', 'lol']|[0. 0. 0. ... 0. 0. 0.]|0.7468555569648743|3.0
0|England are rubbish. Wrong captain. Wrong selection. Only 2 batsmen. Jimmy Anderson was awful. Gutted. |-0.8333333333333334|0.8666666666666667|0.8666666666666667|The explanations consistently express a highly negative sentiment towards England's cricket team, citing criticisms of the captain, team selection, batting lineup, and especially Jimmy Anderson's performance.|['england', 'rubbish', '.', 'wrong', 'captain', '.', 'wrong', 'select', '.', 'batsmen', '.', 'jimmi', 'anderson', 'aw', '.', 'gut', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2688392102718353|2.0
0|stuck at home |0.0666666666666666|0.7666666666666666|0.5|"The sentiment score is slightly positive because the user mentions feeling ""stuck"" at home, which can imply a sense of restriction but doesn't explicitly express a negative emotion. However, without further context, it is difficult to determine the exact sentiment."|['stuck', 'home']|[0. 0. 0. ... 0. 0. 0.]|0.2709284722805023|4.0
0|@cateycancer ohhh??? That bad huh  u still got pink in your hair where you working??|-0.0333333333333333|0.8000000000000002|0.8000000000000002|The sentiment of the text leans towards being neutral with a slightly positive tone, as the user expresses curiosity and concern while also mentioning a playful and lighthearted element of having pink hair.|['ohhh', '?', '?', '?', 'bad', 'huh', 'u', 'still', 'got', 'pink', 'hair', 'work', '?', '?']|[0. 0. 0. ... 0. 0. 0.]|0.13944295048713684|3.0
0|06:38 to London Liverpool Street. A bit of time to sort my photographs and to start reading Dot Robot. Didn't find time for a coffee |0.2666666666666666|0.8000000000000002|0.6666666666666666|Overall, the sentiment in the text is slightly positive, as the user expresses enjoyment in sorting photographs and starting to read a book, although there is a slight negative tone when mentioning not having time for a coffee.|[':', '38', 'london', 'liverpool', 'street', '.', 'bit', 'time', 'sort', 'photograph', 'start', 'read', 'dot', 'robot', '.', 'find', 'time', 'coffe']|[0. 0. 0. ... 0. 0. 0.]|0.2832483947277069|0.0
0|Sadly, Obama is the later |-0.8666666666666667|0.9|0.8000000000000002|The user's statement expresses a negative sentiment towards Obama, specifically suggesting disappointment or disapproval and implying a negative comparison or belief about him.|['sadli', ',', 'obama', 'later']|[0. 0. 0. ... 0. 0. 0.]|0.23450075089931488|2.0
0|@britneyspears I should have gone to see you in london! |0.6999999999999998|0.8666666666666667|0.8000000000000002|The user's sentiment is positive, as they express regret for not going to see Britney Spears in London, indicating a missed opportunity and a desire to attend the concert.|['gone', 'see', 'london']|[0. 0. 0. ... 0. 0. 0.]|0.3867332637310028|0.0
0|@davidschwimmer cold!!!??? Here in London it's been awful. We get a humid sticky heat. Not great to work in |-0.3666666666666666|0.8666666666666667|0.7666666666666666|"The sentiment score is negative as the user describes the weather in London as ""awful"" and ""not great to work in,"" which includes mention of humid and sticky heat. Overall, the sentiment leans towards the negative side."|['cold', '?', '?', '?', 'london', 'aw', '.', 'get', 'humid', 'sticki', 'heat', '.', 'great', 'work']|[0. 0. 0. ... 0. 0. 0.]|0.7180219888687134|3.0
0|@dan_jf It's very handy but unfortunately it appears to have borked my Facebook status column |-0.3333333333333333|0.7666666666666666|0.8000000000000002|The sentiment of the explanations leans towards a negative sentiment, as the user expresses frustration and disappointment with the tool's impact on their Facebook status column.|['handi', 'unfortun', 'appear', 'bork', 'facebook', 'statu', 'column']|[0. 0. 0. ... 0. 0. 0.]|0.2688392102718353|2.0
0|Work laptop is officially dead .. Not happy at all.. |-0.8000000000000002|0.9|0.8666666666666667|The user's sentiment is negative and they express dissatisfaction with their dead work laptop, with a high confidence rating.|['work', 'laptop', 'offici', 'dead', '.', '.', 'happi', '.', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3093174397945404|1.0
0|@Henkuyinepu it's overrated |-0.6333333333333333|0.8000000000000002|0.75|The overall sentiment of the explanations is that the text is negative, expressing disappointment or dissatisfaction, possibly due to something being overrated or not appreciated.|['overr']|[0. 0. 0. ... 0. 0. 0.]|0.2832483947277069|0.0
0|@oprah Tyler Perry was a first time voter?........ Australia is wayyyy behind in Oprah eps. |-0.2833333333333333|0.75|0.7666666666666666|The overall sentiment of the explanations is slightly positive, with mentions of Tyler Perry being a first-time voter contributing to some positivity and excitement. The comment about Australia being behind in Oprah episodes is neutral and does not significantly affect the sentiment.|['tyler', 'perri', 'first', 'time', 'voter', '?', '...', '...', '.', '.', 'australia', 'wayyyi', 'behind', 'oprah', 'ep', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3299187123775482|1.0
